duration_frames;key_t;delay_frames;offset;ID;condition;correct_resp;rt;duration_measured;img;no;gender;age;response;onset
30;277.662565946579;60;;a;face_exp;;0.9637570381164551;;f0203.jpg;80;female;24;2;
30;280.8363628387451;60;;a;face_exp;;0.6781718730926514;;m0214.jpg;81;female;24;1;
30;284.02083587646484;60;;a;face_exp;;0.6874649524688721;;f0104.jpg;82;female;24;7;
30;287.22454595565796;60;;a;face_exp;;0.6966791152954102;;f0106.jpg;83;female;24;9;
30;291.1585488319397;60;;a;face_exp;;1.4365909099578857;;m0515.jpg;84;female;24;2;
30;294.74170684814453;60;;a;face_exp;;1.0736768245697021;;f0207.jpg;85;female;24;2;
30;297.8675079345703;60;;a;face_exp;;0.6215479373931885;;f0205.jpg;86;female;24;1;
30;301.12850403785706;60;;a;face_exp;;0.7563910484313965;;m0503.jpg;87;female;24;4;
30;304.6731719970703;60;;a;face_exp;;1.0414271354675293;;f0213.jpg;88;female;24;9;
30;308.4542610645294;60;;a;face_exp;;1.2787411212921143;;m0208.jpg;89;female;24;7;
30;311.9527759552002;60;;a;face_exp;;0.9997498989105225;;f0210.jpg;90;female;24;9;
30;315.8022708892822;60;;a;face_exp;;1.3559958934783936;;m0507.jpg;91;female;24;6;
30;319.14829683303833;60;;a;face_exp;;0.8412199020385742;;m0201.jpg;92;female;24;1;
30;322.6904640197754;60;;a;face_exp;;1.0406930446624756;;m0509.jpg;93;female;24;7;
30;325.88349199295044;60;;a;face_exp;;0.6905701160430908;;f0206.jpg;94;female;24;3;
30;329.18486404418945;60;;a;face_exp;;0.799842119216919;;f0210.jpg;95;female;24;7;
30;332.33161902427673;60;;a;face_exp;;0.6542019844055176;;f0108.jpg;96;female;24;8;
30;335.9996528625488;60;;a;face_exp;;1.1635818481445312;;f0112.jpg;97;female;24;6;
30;339.6014230251312;60;;a;face_exp;;1.105363130569458;;f0108.jpg;98;female;24;9;
30;342.7463638782501;60;;a;face_exp;;0.6405129432678223;;f0111.jpg;99;female;24;8;
30;345.87846302986145;60;;a;face_exp;;0.6307170391082764;;f0107.jpg;100;female;24;8;
30;349.380352973938;60;;a;face_exp;;1.007416009902954;;f0110.jpg;101;female;24;9;
30;352.5855619907379;60;;a;face_exp;;0.703171968460083;;f0108.jpg;102;female;24;8;
30;355.95874285697937;60;;a;face_exp;;0.8676259517669678;;f0206.jpg;103;female;24;2;
30;359.265105009079;60;;a;face_exp;;0.7981560230255127;;f0104.jpg;104;female;24;9;
30;362.452654838562;60;;a;face_exp;;0.6934769153594971;;m0205.jpg;105;female;24;8;
30;366.1716158390045;60;;a;face_exp;;1.220390796661377;;f0114.jpg;106;female;24;6;
30;369.35720896720886;60;;a;face_exp;;0.679286003112793;;f0205.jpg;107;female;24;3;
30;372.5320019721985;60;;a;face_exp;;0.6788060665130615;;m0203.jpg;108;female;24;7;
30;375.8245038986206;60;;a;face_exp;;0.7960638999938965;;m0511.jpg;109;female;24;3;
30;379.0190088748932;60;;a;face_exp;;0.6983120441436768;;f0113.jpg;110;female;24;2;
30;382.3947958946228;60;;a;face_exp;;0.8821709156036377;;f0211.jpg;111;female;24;4;
30;385.6757869720459;60;;a;face_exp;;0.7873749732971191;;m0211.jpg;112;female;24;1;
30;388.96180391311646;60;;a;face_exp;;0.7811698913574219;;f0215.jpg;113;female;24;2;
30;391.9757590293884;60;;a;face_exp;;0.519646167755127;;f0201.jpg;114;female;24;1;
30;395.2285740375519;60;;a;face_exp;;0.7476110458374023;;m0210.jpg;115;female;24;7;
30;398.3984520435333;60;;a;face_exp;;0.6753740310668945;;f0204.jpg;116;female;24;2;
30;401.54229402542114;60;;a;face_exp;;0.6439650058746338;;m0215.jpg;117;female;24;1;
30;404.71027183532715;60;;a;face_exp;;0.6701347827911377;;f0114.jpg;118;female;24;2;
30;407.7452049255371;60;;a;face_exp;;0.5298030376434326;;f0207.jpg;119;female;24;1;
30;410.80240201950073;60;;a;face_exp;;0.5621840953826904;;f0201.jpg;120;female;24;2;
30;414.0295069217682;60;;a;face_exp;;0.7310159206390381;;m0510.jpg;121;female;24;6;
30;417.7089319229126;60;;a;face_exp;;1.1849870681762695;;f0213.jpg;122;female;24;7;
30;421.22725200653076;60;;a;face_exp;;1.0100560188293457;;m0203.jpg;123;female;24;7;
30;424.58788800239563;60;;a;face_exp;;0.8612699508666992;;m0501.jpg;124;female;24;3;
30;427.8227570056915;60;;a;face_exp;;0.7370090484619141;;m0505.jpg;125;female;24;5;
30;431.26775097846985;60;;a;face_exp;;0.9399220943450928;;m0203.jpg;126;female;24;5;
30;434.560674905777;60;;a;face_exp;;0.7902190685272217;;f0205.jpg;127;female;24;2;
30;438.1177978515625;60;;a;face_exp;;1.0551137924194336;;m0210.jpg;128;female;24;3;
30;441.33997082710266;60;;a;face_exp;;0.7176859378814697;;f0209.jpg;129;female;24;3;
30;444.4435739517212;60;;a;face_exp;;0.59592604637146;;f0101.jpg;130;female;24;1;
30;447.7423849105835;60;;a;face_exp;;0.8030800819396973;;f0211.jpg;131;female;24;7;
30;450.9141619205475;60;;a;face_exp;;0.6659090518951416;;f0212.jpg;132;female;24;6;
30;454.5651969909668;60;;a;face_exp;;1.1583819389343262;;m0210.jpg;133;female;24;2;
30;458.13533782958984;60;;a;face_exp;;1.068617820739746;;m0509.jpg;134;female;24;9;
30;461.45802998542786;60;;a;face_exp;;0.8149290084838867;;f0105.jpg;135;female;24;9;
30;464.7091529369354;60;;a;face_exp;;0.7571959495544434;;f0206.jpg;136;female;24;2;
30;467.91183400154114;60;;a;face_exp;;0.7010500431060791;;f0115.jpg;137;female;24;3;
30;471.2293539047241;60;;a;face_exp;;0.8099288940429688;;f0213.jpg;138;female;24;6;
30;474.48169803619385;60;;a;face_exp;;0.7533330917358398;;m0210.jpg;139;female;24;2;
30;478.0866549015045;60;;a;face_exp;;1.0994720458984375;;f0108.jpg;140;female;24;7;
30;481.2688899040222;60;;a;face_exp;;0.6886999607086182;;f0106.jpg;141;female;24;9;
30;484.36793184280396;60;;a;face_exp;;0.5957908630371094;;m0211.jpg;142;female;24;1;
30;487.4974310398102;60;;a;face_exp;;0.6336071491241455;;f0215.jpg;143;female;24;1;
30;490.5474510192871;60;;a;face_exp;;0.5417909622192383;;f0102.jpg;144;female;24;1;
30;493.65348196029663;60;;a;face_exp;;0.6062619686126709;;m0501.jpg;145;female;24;3;
30;496.85714387893677;60;;a;face_exp;;0.7015659809112549;;m0510.jpg;146;female;24;8;
30;499.91034603118896;60;;a;face_exp;;0.5461452007293701;;m0215.jpg;147;female;24;1;
30;503.0591039657593;60;;a;face_exp;;0.6532790660858154;;m0205.jpg;148;female;24;8;
30;506.1798138618469;60;;a;face_exp;;0.6154680252075195;;f0209.jpg;149;female;24;2;
30;509.27187395095825;60;;a;face_exp;;0.5991299152374268;;m0515.jpg;150;female;24;1;
30;512.3267118930817;60;;a;face_exp;;0.5455999374389648;;f0113.jpg;151;female;24;2;
30;515.4611299037933;60;;a;face_exp;;0.6383829116821289;;m0207.jpg;152;female;24;9;
30;519.5535440444946;60;;a;face_exp;;1.5890262126922607;;f0203.jpg;153;female;24;2;
30;522.7110979557037;60;;a;face_exp;;0.6521430015563965;;m0204.jpg;154;female;24;8;
30;525.8323669433594;60;;a;face_exp;;0.6149230003356934;;f0213.jpg;155;female;24;4;
30;528.8512680530548;60;;a;face_exp;;0.5254850387573242;;m0514.jpg;156;female;24;1;
30;532.1420669555664;60;;a;face_exp;;0.7914049625396729;;f0107.jpg;157;female;24;8;
30;535.9501209259033;60;;a;face_exp;;1.3072450160980225;;m0512.jpg;158;female;24;2;
30;539.0001080036163;60;;a;face_exp;;0.546921968460083;;m0212.jpg;159;female;24;1;
30;542.4659719467163;60;;a;face_exp;;0.9712519645690918;;m0215.jpg;160;female;24;1;
30;545.6758868694305;60;;a;face_exp;;0.7050838470458984;;m0504.jpg;161;female;24;2;
30;549.1287038326263;60;;a;face_exp;;0.9492878913879395;;m0213.jpg;162;female;24;1;
30;552.2137620449066;60;;a;face_exp;;0.5916461944580078;;m0211.jpg;163;female;24;2;
30;555.6245758533478;60;;a;face_exp;;0.910862922668457;;m0202.jpg;164;female;24;6;
30;558.8771460056305;60;;a;face_exp;;0.754194974899292;;m0505.jpg;165;female;24;2;
30;562.1314129829407;60;;a;face_exp;;0.7496669292449951;;m0202.jpg;166;female;24;6;
30;565.4754319190979;60;;a;face_exp;;0.8515980243682861;;m0507.jpg;167;female;24;7;
30;568.998174905777;60;;a;face_exp;;1.0152490139007568;;f0215.jpg;168;female;24;1;
30;572.334972858429;60;;a;face_exp;;0.8425629138946533;;m0201.jpg;169;female;24;1;
30;575.7147870063782;60;;a;face_exp;;0.8800301551818848;;m0505.jpg;170;female;24;3;
30;578.8767900466919;60;;a;face_exp;;0.6662240028381348;;f0114.jpg;171;female;24;2;
30;582.044970035553;60;;a;face_exp;;0.675894021987915;;m0502.jpg;172;female;24;2;
30;585.4113099575043;60;;a;face_exp;;0.8669619560241699;;f0215.jpg;173;female;24;1;
30;588.6895830631256;60;;a;face_exp;;0.7862210273742676;;m0510.jpg;174;female;24;4;
30;591.7377729415894;60;;a;face_exp;;0.5421938896179199;;f0201.jpg;175;female;24;1;
30;595.0923008918762;60;;a;face_exp;;0.8551750183105469;;f0203.jpg;176;female;24;2;
30;598.2811830043793;60;;a;face_exp;;0.6849009990692139;;m0512.jpg;177;female;24;3;
30;601.6021649837494;60;;a;face_exp;;0.8139750957489014;;m0510.jpg;178;female;24;5;
30;604.6609690189362;60;;a;face_exp;;0.5638251304626465;;m0515.jpg;179;female;24;2;
30;607.7318069934845;60;;a;face_exp;;0.576409101486206;;f0206.jpg;180;female;24;1;
30;611.2158069610596;60;;a;face_exp;;0.9854419231414795;;m0202.jpg;181;female;24;4;
30;614.7052998542786;60;;a;face_exp;;0.9821698665618896;;f0110.jpg;182;female;24;6;
30;618.1620209217072;60;;a;face_exp;;0.9627969264984131;;f0212.jpg;183;female;24;7;
30;621.1965520381927;60;;a;face_exp;;0.5380160808563232;;f0114.jpg;184;female;24;2;
30;624.3825800418854;60;;a;face_exp;;0.6825671195983887;;f0112.jpg;185;female;24;4;
30;627.631588935852;60;;a;face_exp;;0.7562649250030518;;m0509.jpg;186;female;24;7;
30;631.0155968666077;60;;a;face_exp;;0.8814859390258789;;f0102.jpg;187;female;24;4;
30;634.3595099449158;60;;a;face_exp;;0.8495790958404541;;m0210.jpg;188;female;24;7;
30;637.9665539264679;60;;a;face_exp;;1.1142840385437012;;m0509.jpg;189;female;24;9;
30;641.1522779464722;60;;a;face_exp;;0.6902790069580078;;f0204.jpg;190;female;24;3;
30;644.7912619113922;60;;a;face_exp;;1.1372978687286377;;f0105.jpg;191;female;24;7;
30;648.0292069911957;60;;a;face_exp;;0.7320361137390137;;m0502.jpg;192;female;24;2;
30;651.2942099571228;60;;a;face_exp;;0.7716219425201416;;f0211.jpg;193;female;24;6;
30;654.5590078830719;60;;a;face_exp;;0.7610180377960205;;m0206.jpg;194;female;24;9;
30;657.5979559421539;60;;a;face_exp;;0.5411899089813232;;m0208.jpg;195;female;24;8;
30;661.3279008865356;60;;a;face_exp;;1.2295148372650146;;f0202.jpg;196;female;24;3;
30;664.4628880023956;60;;a;face_exp;;0.6377949714660645;;m0501.jpg;197;female;24;2;
30;667.6105899810791;60;;a;face_exp;;0.6436629295349121;;m0505.jpg;198;female;24;3;
30;670.8247270584106;60;;a;face_exp;;0.7159790992736816;;m0214.jpg;199;female;24;1;
30;673.9546148777008;60;;a;face_exp;;0.6372768878936768;;f0102.jpg;200;female;24;1;
30;677.0155539512634;60;;a;face_exp;;0.5563418865203857;;m0515.jpg;201;female;24;2;
30;680.1164748668671;60;;a;face_exp;;0.5989789962768555;;f0206.jpg;202;female;24;1;
30;683.2738049030304;60;;a;face_exp;;0.6646530628204346;;f0112.jpg;203;female;24;5;
30;686.5201778411865;60;;a;face_exp;;0.7524518966674805;;m0503.jpg;204;female;24;3;
30;689.8251888751984;60;;a;face_exp;;0.7986979484558105;;m0502.jpg;205;female;24;2;
30;693.6340639591217;60;;a;face_exp;;1.3153390884399414;;m0207.jpg;206;female;24;8;
30;697.2880299091339;60;;a;face_exp;;1.15903902053833;;m0210.jpg;207;female;24;6;
30;700.4799599647522;60;;a;face_exp;;0.6910560131072998;;f0209.jpg;208;female;24;3;
30;703.7050499916077;60;;a;face_exp;;0.7241730690002441;;f0211.jpg;209;female;24;6;
30;707.619295835495;60;;a;face_exp;;1.4129889011383057;;f0103.jpg;210;female;24;6;
30;710.8467619419098;60;;a;face_exp;;0.7299349308013916;;f0204.jpg;211;female;24;2;
30;714.1725380420685;60;;a;face_exp;;0.830355167388916;;f0109.jpg;212;female;24;9;
30;717.405513048172;60;;a;face_exp;;0.737680196762085;;m0508.jpg;213;female;24;6;
30;720.4959850311279;60;;a;face_exp;;0.5860261917114258;;m0508.jpg;214;female;24;6;
30;723.6950159072876;60;;a;face_exp;;0.6934568881988525;;m0502.jpg;215;female;24;3;
30;727.5042600631714;60;;a;face_exp;;1.3106729984283447;;f0110.jpg;216;female;24;8;
30;730.6777420043945;60;;a;face_exp;;0.6738941669464111;;f0211.jpg;217;female;24;6;
30;734.0810890197754;60;;a;face_exp;;0.902040958404541;;m0505.jpg;218;female;24;3;
30;737.2564148902893;60;;a;face_exp;;0.6681098937988281;;m0511.jpg;219;female;24;5;
30;740.2749769687653;60;;a;face_exp;;0.5114500522613525;;f0110.jpg;220;female;24;7;
30;743.3531229496002;60;;a;face_exp;;0.5814440250396729;;f0207.jpg;221;female;24;2;
30;746.7379629611969;60;;a;face_exp;;0.8913209438323975;;m0204.jpg;222;female;24;9;
30;749.9488208293915;60;;a;face_exp;;0.7096929550170898;;m0213.jpg;223;female;24;3;
30;753.071830034256;60;;a;face_exp;;0.6240241527557373;;f0114.jpg;224;female;24;2;
30;756.6336779594421;60;;a;face_exp;;1.0607631206512451;;f0207.jpg;225;female;24;3;
30;760.2076690196991;60;;a;face_exp;;1.0751371383666992;;m0509.jpg;226;female;24;6;
30;763.5614988803864;60;;a;face_exp;;0.8526430130004883;;f0109.jpg;227;female;24;8;
30;766.8013288974762;60;;a;face_exp;;0.7333948612213135;;m0204.jpg;228;female;24;8;
30;770.1742599010468;60;;a;face_exp;;0.8642599582672119;;m0511.jpg;229;female;24;4;
30;773.6360058784485;60;;a;face_exp;;0.966986894607544;;f0212.jpg;230;female;24;7;
30;777.1801569461823;60;;a;face_exp;;1.0517239570617676;;f0211.jpg;231;female;24;5;
30;780.4180710315704;60;;a;face_exp;;0.7300469875335693;;f0202.jpg;232;female;24;3;
30;783.7270588874817;60;;a;face_exp;;0.813633918762207;;f0105.jpg;233;female;24;8;
30;787.0830109119415;60;;a;face_exp;;0.8606860637664795;;m0210.jpg;234;female;24;7;
30;790.2550468444824;60;;a;face_exp;;0.673590898513794;;m0501.jpg;235;female;24;2;
30;793.8891010284424;60;;a;face_exp;;1.1323790550231934;;f0209.jpg;236;female;24;5;
30;797.9210188388824;60;;a;face_exp;;1.5379118919372559;;m0209.jpg;237;female;24;4;
30;801.0482549667358;60;;a;face_exp;;0.620880126953125;;f0207.jpg;238;female;24;2;
30;804.3065409660339;60;;a;face_exp;;0.754101037979126;;m0503.jpg;239;female;24;2;
30;807.8835320472717;60;;a;face_exp;;1.0722520351409912;;m0209.jpg;240;female;24;4;
30;811.0844638347626;60;;a;face_exp;;0.6968419551849365;;m0212.jpg;241;female;24;2;
30;814.4334750175476;60;;a;face_exp;;0.8539121150970459;;m0505.jpg;242;female;24;3;
30;817.6963720321655;60;;a;face_exp;;0.7577810287475586;;m0513.jpg;243;female;24;2;
30;820.7720558643341;60;;a;face_exp;;0.5746409893035889;;m0201.jpg;244;female;24;1;
30;824.0119588375092;60;;a;face_exp;;0.7395458221435547;;m0509.jpg;245;female;24;4;
30;827.1740708351135;60;;a;face_exp;;0.6595587730407715;;m0207.jpg;246;female;24;8;
30;830.3513090610504;60;;a;face_exp;;0.6783292293548584;;m0513.jpg;247;female;24;2;
30;833.6806509494781;60;;a;face_exp;;0.8323850631713867;;m0202.jpg;248;female;24;8;
30;837.0908389091492;60;;a;face_exp;;0.9169418811798096;;m0507.jpg;249;female;24;5;
30;840.6052529811859;60;;a;face_exp;;1.0221691131591797;;f0104.jpg;250;female;24;9;
30;843.8501219749451;60;;a;face_exp;;0.7408249378204346;;m0207.jpg;251;female;24;9;
30;847.377406835556;60;;a;face_exp;;1.0259969234466553;;f0112.jpg;252;female;24;4;
30;850.7153949737549;60;;a;face_exp;;0.8377931118011475;;f0212.jpg;253;female;24;8;
30;853.9353289604187;60;;a;face_exp;;0.7153699398040771;;m0513.jpg;254;female;24;3;
30;857.1351969242096;60;;a;face_exp;;0.7064969539642334;;m0512.jpg;255;female;24;5;
30;860.2957649230957;60;;a;face_exp;;0.6584539413452148;;m0511.jpg;256;female;24;6;
30;863.6406028270721;60;;a;face_exp;;0.844775915145874;;m0215.jpg;257;female;24;1;
30;866.936292886734;60;;a;face_exp;;0.7981119155883789;;f0111.jpg;258;female;24;7;
30;870.340833902359;60;;a;face_exp;;0.9104158878326416;;f0207.jpg;259;female;24;3;
30;874.8294179439545;60;;a;face_exp;;1.989806890487671;;f0208.jpg;260;female;24;3;
30;878.1204860210419;60;;a;face_exp;;0.7854230403900146;;f0109.jpg;261;female;24;7;
30;881.4410388469696;60;;a;face_exp;;0.8136909008026123;;m0505.jpg;262;female;24;5;
30;884.619705915451;60;;a;face_exp;;0.6834499835968018;;m0506.jpg;263;female;24;4;
30;887.8706438541412;60;;a;face_exp;;0.7424619197845459;;f0208.jpg;264;female;24;2;
30;891.1114008426666;60;;a;face_exp;;0.7411468029022217;;f0101.jpg;265;female;24;1;
30;894.4444408416748;60;;a;face_exp;;0.8320598602294922;;m0206.jpg;266;female;24;8;
30;897.5024888515472;60;;a;face_exp;;0.5644538402557373;;f0114.jpg;267;female;24;2;
30;901.2375319004059;60;;a;face_exp;;1.2412810325622559;;f0107.jpg;268;female;24;9;
30;904.4136998653412;60;;a;face_exp;;0.6739988327026367;;f0114.jpg;269;female;24;3;
30;907.7615509033203;60;;a;face_exp;;0.8466238975524902;;f0108.jpg;270;female;24;9;
30;910.7676739692688;60;;a;face_exp;;0.510357141494751;;f0115.jpg;271;female;24;2;
30;914.0500040054321;60;;a;face_exp;;0.7845430374145508;;m0508.jpg;272;female;24;7;
30;917.2359528541565;60;;a;face_exp;;0.6782629489898682;;f0109.jpg;273;female;24;8;
30;920.3628969192505;60;;a;face_exp;;0.6299819946289062;;m0506.jpg;274;female;24;6;
30;923.4969680309296;60;;a;face_exp;;0.6389381885528564;;m0205.jpg;275;female;24;9;
30;926.636785030365;60;;a;face_exp;;0.63692307472229;;f0202.jpg;276;female;24;2;
30;930.0608768463135;60;;a;face_exp;;0.9192378520965576;;m0509.jpg;277;female;24;4;
30;933.2778170108795;60;;a;face_exp;;0.7102179527282715;;m0203.jpg;278;female;24;8;
30;936.5735239982605;60;;a;face_exp;;0.7972440719604492;;m0504.jpg;279;female;24;2;
30;939.9295449256897;60;;a;face_exp;;0.8610169887542725;;f0101.jpg;280;female;24;1;
30;943.335736989975;60;;a;face_exp;;0.9081771373748779;;f0207.jpg;281;female;24;3;
30;946.5716030597687;60;;a;face_exp;;0.7348041534423828;;m0203.jpg;282;female;24;6;
30;949.7714388370514;60;;a;face_exp;;0.6925718784332275;;f0113.jpg;283;female;24;2;
30;953.0373289585114;60;;a;face_exp;;0.7665131092071533;;f0201.jpg;284;female;24;1;
30;956.3253450393677;60;;a;face_exp;;0.7790241241455078;;m0502.jpg;285;female;24;3;
30;959.5183169841766;60;;a;face_exp;;0.6965529918670654;;m0507.jpg;286;female;24;5;
30;962.8311128616333;60;;a;face_exp;;0.8173038959503174;;f0201.jpg;287;female;24;1;
30;966.1624929904938;60;;a;face_exp;;0.8230991363525391;;f0115.jpg;288;female;24;3;
30;970.0697660446167;60;;a;face_exp;;1.4046730995178223;;m0209.jpg;289;female;24;4;
30;973.2312748432159;60;;a;face_exp;;0.6556429862976074;;f0204.jpg;290;female;24;2;
